24.36667416,3.736953975
24.37073953,3.787676095
24.3746459,3.838546506
24.37838708,3.889543213
24.38195692,3.940644219
24.38534922,3.991827528
24.38855519,4.043073959
24.39155559,4.094375593
24.39432994,4.145725802
24.39689046,4.197082947
24.399282,4.248370374
24.40150967,4.299555284
24.40341394,4.350786379
24.40481342,4.402236667
24.4059705,4.453594515
24.40759134,4.50406365
24.40982958,4.553457104
24.41055154,4.604109411
24.4073188,4.658692352
24.40383681,4.713135683
24.40995483,4.75662714
24.43145282,4.782851688
24.45676505,4.804655732
24.47053004,4.839073781
24.46982245,4.889288424
24.46415308,4.94463033
24.46145116,4.996209365
24.46115692,5.044661217
24.46065941,5.092923161
24.45898245,5.142095532
24.45678462,5.19144172
24.45464315,5.240319816
24.45252561,5.288786163
24.45025205,5.337064518
24.44775574,5.385214158
24.44508317,5.433129881
24.44227977,5.480754359
24.43936717,5.528250371
24.43635883,5.575815043
24.43321858,5.623169936
24.42986059,5.669561038
24.42626689,5.714815069
24.42269969,5.761164374
24.41945795,5.811162571
24.41607484,5.860920195
24.41131781,5.900104701
24.40491562,5.926466979
24.40057549,5.971212203
24.40274146,6.07178373
24.40992762,6.216740993
24.4147181,6.345759502
24.41155235,6.413407123
24.40332244,6.442322688
24.39490122,6.471115276
24.38811759,6.5143016
24.3817565,6.562306005
24.37475498,6.606750635
24.36718786,6.648238816
24.35940488,6.689543987
24.35153687,6.731710409
24.3434957,6.774053162
24.33520477,6.815975056
24.32667152,6.857530542
24.31792385,6.898931665
24.30897682,6.940268163
24.29983262,6.981507465
24.29049466,7.022623602
24.28097352,7.063638262
24.2712815,7.10458462
24.26142998,7.145485852
24.25142946,7.186355141
24.24129015,7.227206086
24.23102148,7.268055685
24.22063267,7.308921767
24.21013269,7.349821777
24.19953027,7.390772776
24.18883422,7.431790365
24.17805379,7.472884383
24.16719826,7.514063321
24.15627538,7.555337881
24.14529133,7.596720977
24.13425212,7.638225478
24.12316319,7.679863706
24.11202983,7.721647629
24.10085611,7.763584283
24.08964487,7.805675766
24.07839872,7.847923712
24.06711953,7.890328741
24.0558089,7.932891168
24.0444671,7.975610171
24.03309308,8.018483787
24.02168566,8.061510409
24.01024329,8.104690057
23.99876429,8.14802323
23.98724614,8.191512147
23.97568546,8.235160746
23.96407919,8.278972501
23.95242563,8.322948729
23.94072344,8.367090222
23.92897084,8.411398135
23.91716559,8.455873982
23.90530557,8.500518861
23.89338907,8.545332153
23.88141455,8.590312853
23.86938238,8.635461021
23.85729475,8.680777786
23.84515442,8.726265564
23.83296593,8.771931734
23.82073427,8.817784934
23.808464,8.863834188
23.79615926,8.910088905
23.78382469,8.956557895
23.77146697,9.003247495
23.7590933,9.050163389
23.74671144,9.097310469
23.73432963,9.144692832
23.72195613,9.192314619
23.70959898,9.240180286
23.69726622,9.288294377
23.68496644,9.336661646
23.67270879,9.385287058
23.66050157,9.434176198
23.6483495,9.483337094
23.63625674,9.532778153
23.62423518,9.582502438
23.61230438,9.632507665
23.600474,9.682798419
23.58871267,9.733407685
23.57698321,9.784371882
23.56535002,9.835643159
23.55397915,9.887089391
23.54290674,9.938677113
23.53163182,9.990782136
23.51958177,10.04383498
23.50762474,10.09717091
23.49806963,10.14902999
23.49141784,10.19902985
23.48069013,10.25248892
23.45750485,10.31577613
23.42423791,10.38664182
23.39402286,10.45421778
23.3767953,10.51037764
23.36782821,10.55946145
23.35895056,10.60872889
23.3470886,10.66090899
23.3342659,10.71420015
23.3222524,10.76702616
23.31091697,10.8195002
23.2996692,10.87214366
23.2882857,10.92515154
23.2769102,10.97839248
23.26566866,11.03175339
23.25455234,11.08525099
